Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,BioSampleModel,Bytes,Center Name,Collection_Date,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Experiment,geo_loc_name_country,geo_loc_name_country_continent,geo_loc_name,HOST,Instrument,isolation_source,lat_lon,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,create_date,version,samp_collect_device,samp_mat_process,Sample Name,sample_type,source_material_id,SRA Study,timepoint,treatment
SRR10022251,AMPLICON,602,34590318,PRJNA560950,SAMN12611751,Metagenome or environmental,20479756,UNIVERSITY OF ALBERTA,2017-09-13,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX6759193,Canada,North America,Canada: Edmonton,Homo sapiens,Illumina MiSeq,feces,53.55 N 113.49 W,M22W0,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2020-02-19T00:00:00Z,2019-08-27T02:50:00Z,1,Fisherbrand Commode Specimen Collection System,Genomic DNA isolated using Qiagen Stool Kit followed by Illumina MiSeq amplicon sequencing,M22W0,feces,M22W0,SRP219296,BL,Maize
SRR10022252,AMPLICON,602,38095162,PRJNA560950,SAMN12611750,Metagenome or environmental,22597630,UNIVERSITY OF ALBERTA,2017-10-10,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX6759192,Canada,North America,Canada: Edmonton,Homo sapiens,Illumina MiSeq,feces,53.55 N 113.49 W,M21W4,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2020-02-19T00:00:00Z,2019-08-27T02:50:00Z,1,Fisherbrand Commode Specimen Collection System,Genomic DNA isolated using Qiagen Stool Kit followed by Illumina MiSeq amplicon sequencing,M21W4,feces,M21W4,SRP219296,W4,Potato
SRR10022253,AMPLICON,602,45496752,PRJNA560950,SAMN12611749,Metagenome or environmental,26475601,UNIVERSITY OF ALBERTA,2017-10-03,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX6759191,Canada,North America,Canada: Edmonton,Homo sapiens,Illumina MiSeq,feces,53.55 N 113.49 W,M21W3,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2020-02-19T00:00:00Z,2019-08-27T02:50:00Z,1,Fisherbrand Commode Specimen Collection System,Genomic DNA isolated using Qiagen Stool Kit followed by Illumina MiSeq amplicon sequencing,M21W3,feces,M21W3,SRP219296,W3,Potato
SRR10022254,AMPLICON,602,36512504,PRJNA560950,SAMN12611748,Metagenome or environmental,21357694,UNIVERSITY OF ALBERTA,2017-09-26,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX6759190,Canada,North America,Canada: Edmonton,Homo sapiens,Illumina MiSeq,feces,53.55 N 113.49 W,M21W2,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2020-02-19T00:00:00Z,2019-08-27T02:50:00Z,1,Fisherbrand Commode Specimen Collection System,Genomic DNA isolated using Qiagen Stool Kit followed by Illumina MiSeq amplicon sequencing,M21W2,feces,M21W2,SRP219296,W2,Potato
SRR10022255,AMPLICON,602,40061896,PRJNA560950,SAMN12611747,Metagenome or environmental,23411470,UNIVERSITY OF ALBERTA,2017-09-19,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX6759189,Canada,North America,Canada: Edmonton,Homo sapiens,Illumina MiSeq,feces,53.55 N 113.49 W,M21W1,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2020-02-19T00:00:00Z,2019-08-27T02:50:00Z,1,Fisherbrand Commode Specimen Collection System,Genomic DNA isolated using Qiagen Stool Kit followed by Illumina MiSeq amplicon sequencing,M21W1,feces,M21W1,SRP219296,W1,Potato
SRR10022256,AMPLICON,602,47140814,PRJNA560950,SAMN12611746,Metagenome or environmental,27248594,UNIVERSITY OF ALBERTA,2017-09-12,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX6759188,Canada,North America,Canada: Edmonton,Homo sapiens,Illumina MiSeq,feces,53.55 N 113.49 W,M21W0,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2020-02-19T00:00:00Z,2019-08-27T02:50:00Z,1,Fisherbrand Commode Specimen Collection System,Genomic DNA isolated using Qiagen Stool Kit followed by Illumina MiSeq amplicon sequencing,M21W0,feces,M21W0,SRP219296,BL,Potato
SRR10022257,AMPLICON,602,37815834,PRJNA560950,SAMN12611656,Metagenome or environmental,21945782,UNIVERSITY OF ALBERTA,2017-09-18,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX6759187,Canada,North America,Canada: Edmonton,Homo sapiens,Illumina MiSeq,feces,53.55 N 113.49 W,F03W0,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2020-02-19T00:00:00Z,2019-08-27T02:50:00Z,1,Fisherbrand Commode Specimen Collection System,Genomic DNA isolated using Qiagen Stool Kit followed by Illumina MiSeq amplicon sequencing,F03W0,feces,F03W0,SRP219296,BL,Potato
SRR10022258,AMPLICON,602,37552760,PRJNA560950,SAMN12611647,Metagenome or environmental,22081756,UNIVERSITY OF ALBERTA,2017-09-26,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX6759186,Canada,North America,Canada: Edmonton,Homo sapiens,Illumina MiSeq,feces,53.55 N 113.49 W,F01W1,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2020-02-19T00:00:00Z,2019-08-27T02:50:00Z,1,Fisherbrand Commode Specimen Collection System,Genomic DNA isolated using Qiagen Stool Kit followed by Illumina MiSeq amplicon sequencing,F01W1,feces,F01W1,SRP219296,W1,Control
SRR10022259,AMPLICON,602,38665858,PRJNA560950,SAMN12611646,Metagenome or environmental,22945488,UNIVERSITY OF ALBERTA,2017-09-12,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX6759185,Canada,North America,Canada: Edmonton,Homo sapiens,Illumina MiSeq,feces,53.55 N 113.49 W,F01W0,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2020-02-19T00:00:00Z,2019-08-27T02:50:00Z,1,Fisherbrand Commode Specimen Collection System,Genomic DNA isolated using Qiagen Stool Kit followed by Illumina MiSeq amplicon sequencing,F01W0,feces,F01W0,SRP219296,BL,Control
SRR10022260,AMPLICON,602,48282808,PRJNA560950,SAMN12611789,Metagenome or environmental,28232952,UNIVERSITY OF ALBERTA,2017-11-06,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX6759184,Canada,North America,Canada: Edmonton,Homo sapiens,Illumina MiSeq,feces,53.55 N 113.49 W,M29W3,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2020-02-19T00:00:00Z,2019-08-27T02:50:00Z,1,Fisherbrand Commode Specimen Collection System,Genomic DNA isolated using Qiagen Stool Kit followed by Illumina MiSeq amplicon sequencing,M29W3,feces,M29W3,SRP219296,W3,Maize
SRR10022261,AMPLICON,602,57828120,PRJNA560950,SAMN12611790,Metagenome or environmental,33594607,UNIVERSITY OF ALBERTA,2017-11-12,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX6759183,Canada,North America,Canada: Edmonton,Homo sapiens,Illumina MiSeq,feces,53.55 N 113.49 W,M29W4,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2020-02-19T00:00:00Z,2019-08-27T02:50:00Z,1,Fisherbrand Commode Specimen Collection System,Genomic DNA isolated using Qiagen Stool Kit followed by Illumina MiSeq amplicon sequencing,M29W4,feces,M29W4,SRP219296,W4,Maize
SRR10022262,AMPLICON,602,57607186,PRJNA560950,SAMN12611791,Metagenome or environmental,33772450,UNIVERSITY OF ALBERTA,2017-10-09,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX6759182,Canada,North America,Canada: Edmonton,Homo sapiens,Illumina MiSeq,feces,53.55 N 113.49 W,M30W0,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2020-02-19T00:00:00Z,2019-08-27T02:50:00Z,1,Fisherbrand Commode Specimen Collection System,Genomic DNA isolated using Qiagen Stool Kit followed by Illumina MiSeq amplicon sequencing,M30W0,feces,M30W0,SRP219296,BL,Maize
SRR10022263,AMPLICON,602,53148774,PRJNA560950,SAMN12611792,Metagenome or environmental,31715786,UNIVERSITY OF ALBERTA,2017-10-17,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX6759181,Canada,North America,Canada: Edmonton,Homo sapiens,Illumina MiSeq,feces,53.55 N 113.49 W,M30W1,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2020-02-19T00:00:00Z,2019-08-27T02:50:00Z,1,Fisherbrand Commode Specimen Collection System,Genomic DNA isolated using Qiagen Stool Kit followed by Illumina MiSeq amplicon sequencing,M30W1,feces,M30W1,SRP219296,W1,Maize
SRR10022264,AMPLICON,602,53517198,PRJNA560950,SAMN12611793,Metagenome or environmental,31244537,UNIVERSITY OF ALBERTA,2017-10-25,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX6759180,Canada,North America,Canada: Edmonton,Homo sapiens,Illumina MiSeq,feces,53.55 N 113.49 W,M30W2,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2020-02-19T00:00:00Z,2019-08-27T02:50:00Z,1,Fisherbrand Commode Specimen Collection System,Genomic DNA isolated using Qiagen Stool Kit followed by Illumina MiSeq amplicon sequencing,M30W2,feces,M30W2,SRP219296,W2,Maize
SRR10022265,AMPLICON,602,53405226,PRJNA560950,SAMN12611794,Metagenome or environmental,31530580,UNIVERSITY OF ALBERTA,2017-11-01,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX6759179,Canada,North America,Canada: Edmonton,Homo sapiens,Illumina MiSeq,feces,53.55 N 113.49 W,M30W3,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2020-02-19T00:00:00Z,2019-08-27T02:50:00Z,1,Fisherbrand Commode Specimen Collection System,Genomic DNA isolated using Qiagen Stool Kit followed by Illumina MiSeq amplicon sequencing,M30W3,feces,M30W3,SRP219296,W3,Maize
SRR10022266,AMPLICON,602,49066612,PRJNA560950,SAMN12611795,Metagenome or environmental,28674422,UNIVERSITY OF ALBERTA,2017-11-08,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX6759178,Canada,North America,Canada: Edmonton,Homo sapiens,Illumina MiSeq,feces,53.55 N 113.49 W,M30W4,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2020-02-19T00:00:00Z,2019-08-27T02:50:00Z,1,Fisherbrand Commode Specimen Collection System,Genomic DNA isolated using Qiagen Stool Kit followed by Illumina MiSeq amplicon sequencing,M30W4,feces,M30W4,SRP219296,W4,Maize
SRR10022267,AMPLICON,602,42376586,PRJNA560950,SAMN12611661,Metagenome or environmental,25106797,UNIVERSITY OF ALBERTA,2017-09-21,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX6759177,Canada,North America,Canada: Edmonton,Homo sapiens,Illumina MiSeq,feces,53.55 N 113.49 W,F04W0,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2020-02-19T00:00:00Z,2019-08-27T02:50:00Z,1,Fisherbrand Commode Specimen Collection System,Genomic DNA isolated using Qiagen Stool Kit followed by Illumina MiSeq amplicon sequencing,F04W0,feces,F04W0,SRP219296,BL,Potato
SRR10022268,AMPLICON,602,55760852,PRJNA560950,SAMN12611796,Metagenome or environmental,32759615,UNIVERSITY OF ALBERTA,2017-10-20,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX6759176,Canada,North America,Canada: Edmonton,Homo sapiens,Illumina MiSeq,feces,53.55 N 113.49 W,M31W0,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2020-02-19T00:00:00Z,2019-08-27T02:50:00Z,1,Fisherbrand Commode Specimen Collection System,Genomic DNA isolated using Qiagen Stool Kit followed by Illumina MiSeq amplicon sequencing,M31W0,feces,M31W0,SRP219296,BL,Control
SRR10022269,AMPLICON,602,50577632,PRJNA560950,SAMN12611797,Metagenome or environmental,29810830,UNIVERSITY OF ALBERTA,2017-10-25,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX6759175,Canada,North America,Canada: Edmonton,Homo sapiens,Illumina MiSeq,feces,53.55 N 113.49 W,M31W1,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2020-02-19T00:00:00Z,2019-08-27T02:50:00Z,1,Fisherbrand Commode Specimen Collection System,Genomic DNA isolated using Qiagen Stool Kit followed by Illumina MiSeq amplicon sequencing,M31W1,feces,M31W1,SRP219296,W1,Control
SRR10022270,AMPLICON,602,47783148,PRJNA560950,SAMN12611798,Metagenome or environmental,28486757,UNIVERSITY OF ALBERTA,2017-11-01,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX6759174,Canada,North America,Canada: Edmonton,Homo sapiens,Illumina MiSeq,feces,53.55 N 113.49 W,M31W2,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2020-02-19T00:00:00Z,2019-08-27T02:50:00Z,1,Fisherbrand Commode Specimen Collection System,Genomic DNA isolated using Qiagen Stool Kit followed by Illumina MiSeq amplicon sequencing,M31W2,feces,M31W2,SRP219296,W2,Control
SRR10022271,AMPLICON,602,48538056,PRJNA560950,SAMN12611799,Metagenome or environmental,28548061,UNIVERSITY OF ALBERTA,2017-11-08,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX6759173,Canada,North America,Canada: Edmonton,Homo sapiens,Illumina MiSeq,feces,53.55 N 113.49 W,M31W3,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2020-02-19T00:00:00Z,2019-08-27T02:50:00Z,1,Fisherbrand Commode Specimen Collection System,Genomic DNA isolated using Qiagen Stool Kit followed by Illumina MiSeq amplicon sequencing,M31W3,feces,M31W3,SRP219296,W3,Control
SRR10022272,AMPLICON,602,41165964,PRJNA560950,SAMN12611800,Metagenome or environmental,24336810,UNIVERSITY OF ALBERTA,2017-11-15,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX6759172,Canada,North America,Canada: Edmonton,Homo sapiens,Illumina MiSeq,feces,53.55 N 113.49 W,M31W4,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2020-02-19T00:00:00Z,2019-08-27T02:50:00Z,1,Fisherbrand Commode Specimen Collection System,Genomic DNA isolated using Qiagen Stool Kit followed by Illumina MiSeq amplicon sequencing,M31W4,feces,M31W4,SRP219296,W4,Control
SRR10022273,AMPLICON,602,38376296,PRJNA560950,SAMN12611801,Metagenome or environmental,22497515,UNIVERSITY OF ALBERTA,2017-10-26,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX6759171,Canada,North America,Canada: Edmonton,Homo sapiens,Illumina MiSeq,feces,53.55 N 113.49 W,M32W0,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2020-02-19T00:00:00Z,2019-08-27T02:50:00Z,1,Fisherbrand Commode Specimen Collection System,Genomic DNA isolated using Qiagen Stool Kit followed by Illumina MiSeq amplicon sequencing,M32W0,feces,M32W0,SRP219296,BL,Potato
SRR10022274,AMPLICON,602,48687954,PRJNA560950,SAMN12611802,Metagenome or environmental,28224403,UNIVERSITY OF ALBERTA,2017-11-01,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX6759170,Canada,North America,Canada: Edmonton,Homo sapiens,Illumina MiSeq,feces,53.55 N 113.49 W,M32W1,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2020-02-19T00:00:00Z,2019-08-27T02:50:00Z,1,Fisherbrand Commode Specimen Collection System,Genomic DNA isolated using Qiagen Stool Kit followed by Illumina MiSeq amplicon sequencing,M32W1,feces,M32W1,SRP219296,W1,Potato
SRR10022275,AMPLICON,602,49589750,PRJNA560950,SAMN12611803,Metagenome or environmental,28174225,UNIVERSITY OF ALBERTA,2017-11-09,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX6759169,Canada,North America,Canada: Edmonton,Homo sapiens,Illumina MiSeq,feces,53.55 N 113.49 W,M32W2,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2020-02-19T00:00:00Z,2019-08-27T02:50:00Z,1,Fisherbrand Commode Specimen Collection System,Genomic DNA isolated using Qiagen Stool Kit followed by Illumina MiSeq amplicon sequencing,M32W2,feces,M32W2,SRP219296,W2,Potato
SRR10022276,AMPLICON,602,48821598,PRJNA560950,SAMN12611804,Metagenome or environmental,28131149,UNIVERSITY OF ALBERTA,2017-11-16,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX6759168,Canada,North America,Canada: Edmonton,Homo sapiens,Illumina MiSeq,feces,53.55 N 113.49 W,M32W3,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2020-02-19T00:00:00Z,2019-08-27T02:50:00Z,1,Fisherbrand Commode Specimen Collection System,Genomic DNA isolated using Qiagen Stool Kit followed by Illumina MiSeq amplicon sequencing,M32W3,feces,M32W3,SRP219296,W3,Potato
SRR10022277,AMPLICON,602,42202608,PRJNA560950,SAMN12611805,Metagenome or environmental,24867853,UNIVERSITY OF ALBERTA,2017-11-23,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX6759167,Canada,North America,Canada: Edmonton,Homo sapiens,Illumina MiSeq,feces,53.55 N 113.49 W,M32W4,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2020-02-19T00:00:00Z,2019-08-27T02:50:00Z,1,Fisherbrand Commode Specimen Collection System,Genomic DNA isolated using Qiagen Stool Kit followed by Illumina MiSeq amplicon sequencing,M32W4,feces,M32W4,SRP219296,W4,Potato
SRR10022278,AMPLICON,602,38909668,PRJNA560950,SAMN12611662,Metagenome or environmental,22932856,UNIVERSITY OF ALBERTA,2017-09-28,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX6759166,Canada,North America,Canada: Edmonton,Homo sapiens,Illumina MiSeq,feces,53.55 N 113.49 W,F04W1,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2020-02-19T00:00:00Z,2019-08-27T02:50:00Z,1,Fisherbrand Commode Specimen Collection System,Genomic DNA isolated using Qiagen Stool Kit followed by Illumina MiSeq amplicon sequencing,F04W1,feces,F04W1,SRP219296,W1,Potato
SRR10022279,AMPLICON,602,39167926,PRJNA560950,SAMN12611806,Metagenome or environmental,23183105,UNIVERSITY OF ALBERTA,2017-10-27,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX6759165,Canada,North America,Canada: Edmonton,Homo sapiens,Illumina MiSeq,feces,53.55 N 113.49 W,M33W0,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2020-02-19T00:00:00Z,2019-08-27T02:50:00Z,1,Fisherbrand Commode Specimen Collection System,Genomic DNA isolated using Qiagen Stool Kit followed by Illumina MiSeq amplicon sequencing,M33W0,feces,M33W0,SRP219296,BL,Maize
SRR10022280,AMPLICON,602,46754932,PRJNA560950,SAMN12611807,Metagenome or environmental,27762864,UNIVERSITY OF ALBERTA,2017-11-07,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX6759164,Canada,North America,Canada: Edmonton,Homo sapiens,Illumina MiSeq,feces,53.55 N 113.49 W,M33W1,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2020-02-19T00:00:00Z,2019-08-27T02:50:00Z,1,Fisherbrand Commode Specimen Collection System,Genomic DNA isolated using Qiagen Stool Kit followed by Illumina MiSeq amplicon sequencing,M33W1,feces,M33W1,SRP219296,W1,Maize
SRR10022281,AMPLICON,602,43016512,PRJNA560950,SAMN12611808,Metagenome or environmental,25973561,UNIVERSITY OF ALBERTA,2017-11-13,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX6759163,Canada,North America,Canada: Edmonton,Homo sapiens,Illumina MiSeq,feces,53.55 N 113.49 W,M33W2,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2020-02-19T00:00:00Z,2019-08-27T02:50:00Z,1,Fisherbrand Commode Specimen Collection System,Genomic DNA isolated using Qiagen Stool Kit followed by Illumina MiSeq amplicon sequencing,M33W2,feces,M33W2,SRP219296,W2,Maize
SRR10022282,AMPLICON,602,42788354,PRJNA560950,SAMN12611809,Metagenome or environmental,25529780,UNIVERSITY OF ALBERTA,2017-11-20,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX6759162,Canada,North America,Canada: Edmonton,Homo sapiens,Illumina MiSeq,feces,53.55 N 113.49 W,M33W3,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2020-02-19T00:00:00Z,2019-08-27T02:50:00Z,1,Fisherbrand Commode Specimen Collection System,Genomic DNA isolated using Qiagen Stool Kit followed by Illumina MiSeq amplicon sequencing,M33W3,feces,M33W3,SRP219296,W3,Maize
SRR10022283,AMPLICON,602,57600564,PRJNA560950,SAMN12611810,Metagenome or environmental,34131566,UNIVERSITY OF ALBERTA,2017-11-28,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX6759161,Canada,North America,Canada: Edmonton,Homo sapiens,Illumina MiSeq,feces,53.55 N 113.49 W,M33W4,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2020-02-19T00:00:00Z,2019-08-27T02:50:00Z,1,Fisherbrand Commode Specimen Collection System,Genomic DNA isolated using Qiagen Stool Kit followed by Illumina MiSeq amplicon sequencing,M33W4,feces,M33W4,SRP219296,W4,Maize
SRR10022284,AMPLICON,602,52326442,PRJNA560950,SAMN12611811,Metagenome or environmental,29837376,UNIVERSITY OF ALBERTA,2017-10-31,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX6759160,Canada,North America,Canada: Edmonton,Homo sapiens,Illumina MiSeq,feces,53.55 N 113.49 W,M34W0,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2020-02-19T00:00:00Z,2019-08-27T02:50:00Z,1,Fisherbrand Commode Specimen Collection System,Genomic DNA isolated using Qiagen Stool Kit followed by Illumina MiSeq amplicon sequencing,M34W0,feces,M34W0,SRP219296,BL,Tapioca
SRR10022285,AMPLICON,602,52484768,PRJNA560950,SAMN12611812,Metagenome or environmental,30180845,UNIVERSITY OF ALBERTA,2017-11-08,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX6759159,Canada,North America,Canada: Edmonton,Homo sapiens,Illumina MiSeq,feces,53.55 N 113.49 W,M34W1,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2020-02-19T00:00:00Z,2019-08-27T02:50:00Z,1,Fisherbrand Commode Specimen Collection System,Genomic DNA isolated using Qiagen Stool Kit followed by Illumina MiSeq amplicon sequencing,M34W1,feces,M34W1,SRP219296,W1,Tapioca
SRR10022286,AMPLICON,602,61649014,PRJNA560950,SAMN12611813,Metagenome or environmental,35265503,UNIVERSITY OF ALBERTA,2017-11-15,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX6759158,Canada,North America,Canada: Edmonton,Homo sapiens,Illumina MiSeq,feces,53.55 N 113.49 W,M34W2,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2020-02-19T00:00:00Z,2019-08-27T02:50:00Z,1,Fisherbrand Commode Specimen Collection System,Genomic DNA isolated using Qiagen Stool Kit followed by Illumina MiSeq amplicon sequencing,M34W2,feces,M34W2,SRP219296,W2,Tapioca
SRR10022287,AMPLICON,602,52502828,PRJNA560950,SAMN12611814,Metagenome or environmental,29804028,UNIVERSITY OF ALBERTA,2017-11-22,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX6759157,Canada,North America,Canada: Edmonton,Homo sapiens,Illumina MiSeq,feces,53.55 N 113.49 W,M34W3,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2020-02-19T00:00:00Z,2019-08-27T02:50:00Z,1,Fisherbrand Commode Specimen Collection System,Genomic DNA isolated using Qiagen Stool Kit followed by Illumina MiSeq amplicon sequencing,M34W3,feces,M34W3,SRP219296,W3,Tapioca
SRR10022288,AMPLICON,602,54303410,PRJNA560950,SAMN12611815,Metagenome or environmental,31015998,UNIVERSITY OF ALBERTA,2017-11-29,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX6759156,Canada,North America,Canada: Edmonton,Homo sapiens,Illumina MiSeq,feces,53.55 N 113.49 W,M34W4,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2020-02-19T00:00:00Z,2019-08-27T02:50:00Z,1,Fisherbrand Commode Specimen Collection System,Genomic DNA isolated using Qiagen Stool Kit followed by Illumina MiSeq amplicon sequencing,M34W4,feces,M34W4,SRP219296,W4,Tapioca
SRR10022289,AMPLICON,602,34372996,PRJNA560950,SAMN12611663,Metagenome or environmental,20407018,UNIVERSITY OF ALBERTA,2017-10-05,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX6759155,Canada,North America,Canada: Edmonton,Homo sapiens,Illumina MiSeq,feces,53.55 N 113.49 W,F04W2,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2020-02-19T00:00:00Z,2019-08-27T02:50:00Z,1,Fisherbrand Commode Specimen Collection System,Genomic DNA isolated using Qiagen Stool Kit followed by Illumina MiSeq amplicon sequencing,F04W2,feces,F04W2,SRP219296,W2,Potato
SRR10022290,AMPLICON,602,56245462,PRJNA560950,SAMN12611816,Metagenome or environmental,33004877,UNIVERSITY OF ALBERTA,2017-11-08,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX6759154,Canada,North America,Canada: Edmonton,Homo sapiens,Illumina MiSeq,feces,53.55 N 113.49 W,M36W0,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2020-02-19T00:00:00Z,2019-08-27T02:50:00Z,1,Fisherbrand Commode Specimen Collection System,Genomic DNA isolated using Qiagen Stool Kit followed by Illumina MiSeq amplicon sequencing,M36W0,feces,M36W0,SRP219296,BL,Potato
